Origin,Destination,Distance_km,Carrier,Weather,Traffic,Month,Is_Festival_Season,Delayed,Delay_Hours
Jaipur,Ahmedabad,1260,Xpressbees,Clear,Low,8,0,0,0.0
Bangalore,Jaipur,288,Ecom Express,Clear,High,5,0,0,0.0
Chennai,Kolkata,1857,Xpressbees,Heavy Rain (Monsoon),Low,9,0,0,0.0
Chennai,Bangalore,1984,Xpressbees,Storm,Medium,9,0,0,0.0
Chennai,Pune,2467,Blue Dart,Clear,Low,6,0,0,0.0
Hyderabad,Pune,1357,Ecom Express,Heavy Rain (Monsoon),Low,11,1,0,0.0
Pune,Kolkata,1664,Shadowfax,Rain,Low,9,0,1,2.44
Lucknow,Chennai,683,Ecom Express,Heavy Rain (Monsoon),Low,5,0,1,10.73
Mumbai,Jaipur,217,Shadowfax,Clear,Medium,11,1,0,0.0
Bangalore,Hyderabad,1450,Blue Dart,Heavy Rain (Monsoon),High,8,0,1,9.89
Mumbai,Kolkata,578,Xpressbees,Heavy Rain (Monsoon),Medium,9,0,1,19.7
Chennai,Mumbai,1333,Delhivery,Fog,Jam (Gridlock),9,0,0,0.0
Chennai,Lucknow,2283,India Post,Rain,Medium,7,0,0,0.0
Lucknow,Chennai,258,Ecom Express,Fog,Low,4,0,0,0.0
Jaipur,Kolkata,1218,India Post,Fog,Low,2,0,0,0.0
Bangalore,Pune,684,Blue Dart,Clear,Low,11,1,0,0.0
Chennai,Lucknow,2046,Delhivery,Heavy Rain (Monsoon),High,8,0,0,0.0
Chennai,Kolkata,2276,Blue Dart,Heavy Rain (Monsoon),Low,8,0,0,0.0
Hyderabad,Lucknow,2213,Shadowfax,Rain,Medium,9,0,0,0.0
Pune,Ahmedabad,1676,Delhivery,Clear,Medium,10,1,0,0.0
Hyderabad,Pune,253,Delhivery,Clear,Medium,7,0,0,0.0
Bangalore,Delhi,495,Xpressbees,Clear,Jam (Gridlock),8,0,1,5.95
Chennai,Delhi,1088,Ecom Express,Clear,High,5,0,0,0.0
Jaipur,Delhi,1702,India Post,Clear,Medium,1,0,0,0.0
Jaipur,Hyderabad,355,Blue Dart,Rain,Low,10,1,1,41.55
Ahmedabad,Chennai,155,Ecom Express,Clear,High,2,0,0,0.0
Hyderabad,Lucknow,2171,DTDC,Storm,Medium,4,0,0,0.0
Chennai,Pune,648,Xpressbees,Clear,High,2,0,0,0.0
Hyderabad,Ahmedabad,101,Xpressbees,Clear,Jam (Gridlock),6,0,1,3.82
Bangalore,Ahmedabad,913,Shadowfax,Heavy Rain (Monsoon),Medium,9,0,1,23.03
Mumbai,Pune,1032,Delhivery,Storm,Jam (Gridlock),8,0,0,0.0
Jaipur,Mumbai,74,Shadowfax,Rain,High,7,0,0,0.0
Bangalore,Mumbai,1563,Ecom Express,Storm,Low,4,0,0,0.0
Bangalore,Kolkata,1310,Xpressbees,Heavy Rain (Monsoon),High,9,0,0,0.0
Delhi,Ahmedabad,1051,Ecom Express,Clear,Jam (Gridlock),4,0,1,2.38
Mumbai,Ahmedabad,1591,Xpressbees,Heavy Rain (Monsoon),High,9,0,1,8.2
Jaipur,Delhi,2319,Ecom Express,Clear,High,2,0,0,0.0
Hyderabad,Ahmedabad,2300,India Post,Rain,Low,9,0,1,1.2
Hyderabad,Jaipur,610,India Post,Clear,Medium,11,1,0,0.0
Pune,Chennai,490,Delhivery,Storm,Low,11,1,1,20.05
Delhi,Jaipur,1374,India Post,Fog,Medium,6,0,1,8.34
Bangalore,Hyderabad,1525,Shadowfax,Clear,Medium,10,1,1,28.36
Mumbai,Bangalore,1151,India Post,Heavy Rain (Monsoon),High,8,0,1,21.82
Chennai,Delhi,2371,Ecom Express,Rain,High,11,1,1,33.79
Delhi,Bangalore,2296,Delhivery,Rain,Jam (Gridlock),8,0,0,0.0
Ahmedabad,Bangalore,1135,DTDC,Heavy Rain (Monsoon),Medium,5,0,1,15.47
Ahmedabad,Kolkata,336,Shadowfax,Rain,Low,2,0,0,0.0
Delhi,Chennai,372,Blue Dart,Clear,Medium,11,1,1,39.02
Delhi,Chennai,1168,Blue Dart,Clear,Low,11,1,0,0.0
Chennai,Kolkata,1204,Ecom Express,Clear,High,4,0,0,0.0
Lucknow,Delhi,1562,Ecom Express,Clear,Medium,12,0,0,0.0
Jaipur,Kolkata,2393,Xpressbees,Clear,Low,3,0,0,0.0
Kolkata,Hyderabad,1838,Shadowfax,Clear,High,2,0,0,0.0
Delhi,Hyderabad,2460,Shadowfax,Heavy Rain (Monsoon),Medium,8,0,0,0.0
Pune,Delhi,838,DTDC,Rain,High,12,0,1,3.16
Chennai,Bangalore,1784,India Post,Clear,Jam (Gridlock),11,1,0,0.0
Ahmedabad,Delhi,64,Shadowfax,Clear,Medium,3,0,0,0.0
Ahmedabad,Bangalore,107,Blue Dart,Clear,High,12,0,0,0.0
Ahmedabad,Jaipur,1411,Delhivery,Rain,Low,10,1,1,39.61
Chennai,Jaipur,816,Delhivery,Clear,Medium,1,0,0,0.0
Mumbai,Bangalore,1708,India Post,Clear,Medium,11,1,1,15.82
Jaipur,Mumbai,414,Blue Dart,Heavy Rain (Monsoon),Jam (Gridlock),10,1,1,71.13
Pune,Lucknow,603,DTDC,Heavy Rain (Monsoon),Medium,8,0,1,7.1
Chennai,Lucknow,858,DTDC,Rain,Medium,3,0,1,3.01
Hyderabad,Pune,1717,Blue Dart,Clear,High,2,0,0,0.0
Jaipur,Lucknow,692,Xpressbees,Heavy Rain (Monsoon),Low,8,0,1,22.94
Hyderabad,Chennai,1451,Blue Dart,Rain,High,6,0,1,1.73
Jaipur,Hyderabad,2126,Blue Dart,Clear,Low,1,0,0,0.0
Bangalore,Ahmedabad,2339,Ecom Express,Clear,High,12,0,0,0.0
Ahmedabad,Kolkata,1027,Ecom Express,Rain,High,3,0,1,2.5
Hyderabad,Delhi,2133,Ecom Express,Clear,Low,6,0,0,0.0
Kolkata,Delhi,1301,Blue Dart,Clear,High,6,0,1,0.0
Jaipur,Bangalore,431,Blue Dart,Storm,Medium,6,0,0,0.0
Bangalore,Pune,995,Ecom Express,Rain,Medium,10,1,0,0.0
Lucknow,Mumbai,116,India Post,Clear,Jam (Gridlock),8,0,0,0.0
Pune,Lucknow,555,Ecom Express,Rain,Low,4,0,0,0.0
Ahmedabad,Pune,509,Xpressbees,Clear,Medium,7,0,0,0.0
Hyderabad,Bangalore,526,Blue Dart,Rain,Medium,8,0,0,0.0
Pune,Kolkata,1037,India Post,Rain,Medium,7,0,0,0.0
Pune,Kolkata,2418,Ecom Express,Clear,Low,12,0,1,0.0
Lucknow,Pune,1815,Xpressbees,Clear,Medium,12,0,0,0.0
Mumbai,Kolkata,1050,Blue Dart,Clear,Medium,6,0,0,0.0
Hyderabad,Kolkata,2150,DTDC,Clear,Low,10,1,0,0.0
Pune,Lucknow,157,Delhivery,Rain,High,9,0,0,0.0
Hyderabad,Lucknow,2169,Xpressbees,Storm,Medium,6,0,0,0.0
Delhi,Hyderabad,203,Xpressbees,Clear,Jam (Gridlock),6,0,1,3.04
Kolkata,Mumbai,767,India Post,Heavy Rain (Monsoon),Medium,8,0,0,0.0
Bangalore,Kolkata,118,Ecom Express,Clear,Jam (Gridlock),5,0,1,3.44
Delhi,Bangalore,838,Shadowfax,Storm,Jam (Gridlock),5,0,1,3.84
Lucknow,Pune,1763,Blue Dart,Clear,Low,2,0,0,0.0
Pune,Bangalore,154,India Post,Heavy Rain (Monsoon),Medium,7,0,0,0.0
Chennai,Pune,1762,Ecom Express,Clear,Low,10,1,0,0.0
Kolkata,Mumbai,377,Delhivery,Fog,Jam (Gridlock),6,0,0,0.0
Lucknow,Ahmedabad,2185,Blue Dart,Heavy Rain (Monsoon),Low,7,0,1,21.38
Jaipur,Chennai,199,Blue Dart,Clear,Low,12,0,0,0.0
Jaipur,Delhi,2218,Blue Dart,Fog,Medium,12,0,1,8.5
Delhi,Pune,1553,India Post,Clear,Jam (Gridlock),5,0,0,0.0
Hyderabad,Kolkata,1407,Delhivery,Clear,Medium,8,0,0,0.0
Bangalore,Jaipur,748,Shadowfax,Rain,Medium,6,0,1,3.09
Delhi,Lucknow,279,Xpressbees,Clear,Medium,5,0,0,0.0
Bangalore,Ahmedabad,350,Delhivery,Clear,Jam (Gridlock),8,0,0,0.0
Kolkata,Delhi,503,Shadowfax,Clear,Jam (Gridlock),7,0,1,5.33
Bangalore,Lucknow,2215,Delhivery,Clear,High,2,0,1,0.0
Ahmedabad,Jaipur,199,Ecom Express,Clear,High,5,0,0,0.0
Jaipur,Mumbai,1872,DTDC,Clear,Medium,10,1,0,0.0
Jaipur,Chennai,1621,Ecom Express,Heavy Rain (Monsoon),High,6,0,1,20.69
Bangalore,Delhi,143,Delhivery,Heavy Rain (Monsoon),Medium,8,0,1,13.13
Lucknow,Jaipur,1038,India Post,Rain,Medium,3,0,0,0.0
Hyderabad,Ahmedabad,439,Shadowfax,Clear,Medium,4,0,0,0.0
Ahmedabad,Delhi,1527,Ecom Express,Clear,Medium,7,0,0,0.0
Lucknow,Hyderabad,1897,Delhivery,Clear,Medium,10,1,1,15.68
Kolkata,Jaipur,1436,DTDC,Clear,Medium,5,0,0,0.0
Ahmedabad,Pune,168,Blue Dart,Clear,Low,5,0,0,0.0
Pune,Lucknow,1843,Ecom Express,Clear,Medium,6,0,0,0.0
Kolkata,Hyderabad,2500,Xpressbees,Clear,Medium,8,0,0,0.0
Delhi,Mumbai,1629,DTDC,Storm,High,3,0,0,0.0
Chennai,Lucknow,72,Delhivery,Storm,Medium,8,0,0,0.0
Chennai,Jaipur,438,India Post,Heavy Rain (Monsoon),Medium,4,0,1,14.52
Bangalore,Jaipur,1200,India Post,Fog,Jam (Gridlock),1,0,1,4.92
Delhi,Kolkata,421,India Post,Clear,High,6,0,0,0.0
Lucknow,Delhi,1325,Delhivery,Clear,Medium,5,0,0,0.0
Lucknow,Ahmedabad,706,Blue Dart,Clear,Medium,6,0,0,0.0
Chennai,Delhi,571,India Post,Clear,High,1,0,0,0.0
Mumbai,Chennai,1895,Ecom Express,Clear,Medium,11,1,0,0.0
Jaipur,Bangalore,1885,DTDC,Clear,High,11,1,0,0.0
Ahmedabad,Chennai,2416,Shadowfax,Clear,Medium,8,0,0,0.0
Pune,Lucknow,1122,Ecom Express,Storm,Low,4,0,0,0.0
Kolkata,Delhi,801,Delhivery,Clear,Jam (Gridlock),5,0,0,0.0
Delhi,Jaipur,1659,Delhivery,Clear,High,5,0,0,0.0
Delhi,Hyderabad,1889,Shadowfax,Clear,High,3,0,0,0.0
Kolkata,Chennai,2036,India Post,Heavy Rain (Monsoon),Medium,8,0,0,0.0
Ahmedabad,Jaipur,1365,Xpressbees,Fog,Medium,1,0,0,0.0
Chennai,Bangalore,1341,India Post,Rain,High,7,0,0,0.0
Chennai,Lucknow,2375,India Post,Clear,Low,11,1,0,0.0
Kolkata,Delhi,1909,India Post,Rain,High,7,0,1,3.45
Delhi,Mumbai,779,Shadowfax,Clear,High,4,0,0,0.0
Pune,Kolkata,406,India Post,Clear,Medium,9,0,0,0.0
Bangalore,Jaipur,280,India Post,Clear,High,5,0,0,0.0
Jaipur,Delhi,54,Blue Dart,Rain,Jam (Gridlock),1,0,1,3.68
Delhi,Jaipur,1745,Ecom Express,Clear,Medium,4,0,0,0.0
Jaipur,Bangalore,1872,Blue Dart,Clear,Jam (Gridlock),2,0,0,0.0
Delhi,Jaipur,796,India Post,Fog,Medium,12,0,1,4.77
Lucknow,Bangalore,1046,Shadowfax,Heavy Rain (Monsoon),Jam (Gridlock),6,0,1,19.79
Pune,Mumbai,265,Delhivery,Rain,High,9,0,0,0.0
Chennai,Bangalore,1506,DTDC,Clear,High,5,0,0,0.0
Ahmedabad,Bangalore,1074,Xpressbees,Clear,Medium,2,0,0,0.0
Ahmedabad,Pune,2167,Ecom Express,Clear,Low,10,1,1,28.47
Pune,Hyderabad,1266,Ecom Express,Heavy Rain (Monsoon),High,6,0,1,17.52
Ahmedabad,Kolkata,1129,Shadowfax,Clear,Medium,6,0,0,0.0
Kolkata,Pune,2271,Ecom Express,Heavy Rain (Monsoon),Medium,7,0,0,0.0
Chennai,Jaipur,2484,DTDC,Clear,Low,4,0,0,0.0
Mumbai,Chennai,267,India Post,Rain,High,7,0,0,0.0
Jaipur,Chennai,2397,Shadowfax,Clear,High,12,0,0,0.0
Bangalore,Ahmedabad,1467,Blue Dart,Clear,High,11,1,1,28.1
Bangalore,Hyderabad,1204,Delhivery,Clear,Medium,11,1,1,16.61
Kolkata,Jaipur,2445,DTDC,Storm,Low,6,0,0,0.0
Jaipur,Kolkata,754,Delhivery,Clear,Jam (Gridlock),12,0,1,4.76
Hyderabad,Ahmedabad,153,Blue Dart,Heavy Rain (Monsoon),Medium,2,0,1,20.77
Jaipur,Bangalore,166,Delhivery,Clear,Jam (Gridlock),7,0,0,0.0
Mumbai,Ahmedabad,1150,Ecom Express,Fog,High,5,0,0,0.0
Kolkata,Pune,1885,Ecom Express,Fog,Low,1,0,0,0.0
Chennai,Delhi,596,Xpressbees,Rain,Jam (Gridlock),9,0,0,0.0
Mumbai,Lucknow,2243,DTDC,Clear,Medium,11,1,0,0.0
Ahmedabad,Mumbai,693,India Post,Clear,Medium,12,0,0,0.0
Delhi,Chennai,961,Xpressbees,Clear,High,6,0,0,0.0
Kolkata,Jaipur,889,DTDC,Heavy Rain (Monsoon),Medium,9,0,1,18.45
Ahmedabad,Kolkata,183,Delhivery,Rain,Low,4,0,1,3.25
Pune,Jaipur,774,Ecom Express,Rain,Medium,2,0,0,0.0
Kolkata,Delhi,863,Delhivery,Clear,Jam (Gridlock),10,1,0,0.0
Lucknow,Jaipur,2454,DTDC,Clear,Medium,9,0,0,0.0
Mumbai,Lucknow,342,Shadowfax,Clear,Jam (Gridlock),8,0,1,3.5
Jaipur,Hyderabad,2320,Shadowfax,Clear,Medium,4,0,0,0.0
Hyderabad,Bangalore,1643,India Post,Heavy Rain (Monsoon),Jam (Gridlock),10,1,1,43.18
Lucknow,Bangalore,221,India Post,Storm,High,2,0,0,0.0
Hyderabad,Chennai,2188,Blue Dart,Clear,Medium,10,1,1,22.35
Lucknow,Chennai,726,India Post,Heavy Rain (Monsoon),Medium,6,0,0,0.0
Ahmedabad,Chennai,1555,Shadowfax,Heavy Rain (Monsoon),Low,9,0,1,11.98
Delhi,Pune,728,India Post,Clear,Low,3,0,0,0.0
Ahmedabad,Bangalore,804,DTDC,Rain,Medium,10,1,1,35.89
Mumbai,Chennai,2063,Ecom Express,Clear,High,12,0,0,0.0
Mumbai,Chennai,1427,DTDC,Clear,Medium,9,0,0,0.0
Lucknow,Jaipur,1946,Shadowfax,Heavy Rain (Monsoon),Low,7,0,1,17.6
Jaipur,Lucknow,1739,Delhivery,Fog,Medium,12,0,0,0.0
Chennai,Kolkata,1492,DTDC,Clear,High,2,0,0,0.0
Hyderabad,Pune,858,Shadowfax,Clear,Medium,10,1,0,0.0
Jaipur,Pune,1593,Delhivery,Fog,Low,12,0,0,0.0
Delhi,Hyderabad,1079,Xpressbees,Clear,High,11,1,0,0.0
Kolkata,Hyderabad,1709,Ecom Express,Clear,Low,5,0,0,0.0
Hyderabad,Mumbai,145,Xpressbees,Clear,Medium,11,1,1,23.72
Chennai,Bangalore,1295,Blue Dart,Heavy Rain (Monsoon),Medium,7,0,1,11.83
Bangalore,Mumbai,1287,Ecom Express,Rain,Low,8,0,0,0.0
Kolkata,Pune,2312,India Post,Clear,High,7,0,1,0.0
Delhi,Pune,972,DTDC,Clear,Low,3,0,0,0.0
Jaipur,Bangalore,311,Ecom Express,Clear,High,4,0,0,0.0
Kolkata,Hyderabad,2164,Xpressbees,Heavy Rain (Monsoon),Low,8,0,1,16.47
Chennai,Pune,206,Delhivery,Rain,High,7,0,0,0.0
Bangalore,Kolkata,1673,Shadowfax,Rain,Jam (Gridlock),8,0,1,9.11
Ahmedabad,Mumbai,896,India Post,Heavy Rain (Monsoon),High,1,0,0,0.0
Bangalore,Pune,579,India Post,Clear,Medium,4,0,0,0.0
Jaipur,Kolkata,1299,Shadowfax,Clear,Low,4,0,0,0.0
Delhi,Hyderabad,1704,Xpressbees,Heavy Rain (Monsoon),High,6,0,0,0.0
Hyderabad,Ahmedabad,2457,Delhivery,Storm,Medium,12,0,0,0.0
Lucknow,Delhi,92,DTDC,Heavy Rain (Monsoon),Medium,9,0,0,0.0
Kolkata,Ahmedabad,1058,DTDC,Fog,Medium,3,0,0,0.0
Bangalore,Delhi,1761,Shadowfax,Storm,High,1,0,0,0.0
Mumbai,Jaipur,787,Ecom Express,Clear,Medium,5,0,0,0.0
Lucknow,Jaipur,1825,Delhivery,Clear,Medium,10,1,0,0.0
Chennai,Ahmedabad,452,Delhivery,Clear,High,10,1,0,0.0
Delhi,Kolkata,2071,Xpressbees,Clear,High,10,1,0,0.0
Ahmedabad,Mumbai,1880,DTDC,Fog,Medium,9,0,0,0.0
Jaipur,Lucknow,1983,DTDC,Clear,Medium,1,0,0,0.0
Chennai,Jaipur,1156,Blue Dart,Clear,High,1,0,0,0.0
Ahmedabad,Bangalore,1375,Blue Dart,Heavy Rain (Monsoon),High,9,0,1,16.65
Mumbai,Delhi,1325,Xpressbees,Clear,High,10,1,1,16.7
Hyderabad,Bangalore,2351,Delhivery,Clear,Jam (Gridlock),2,0,0,0.0
Jaipur,Pune,2040,Xpressbees,Clear,Medium,3,0,0,0.0
Mumbai,Chennai,1399,Xpressbees,Storm,Jam (Gridlock),6,0,0,0.0
Bangalore,Ahmedabad,599,DTDC,Rain,Jam (Gridlock),8,0,1,6.17
Hyderabad,Bangalore,2392,Blue Dart,Clear,High,10,1,0,0.0
Pune,Lucknow,1957,India Post,Rain,Medium,10,1,0,0.0
Chennai,Jaipur,1285,Xpressbees,Storm,Medium,3,0,0,0.0
Jaipur,Kolkata,2251,Ecom Express,Clear,Low,11,1,0,0.0
Lucknow,Delhi,1438,India Post,Clear,Medium,10,1,0,0.0
Lucknow,Jaipur,2039,Ecom Express,Clear,Medium,8,0,0,0.0
Ahmedabad,Chennai,1960,Ecom Express,Clear,Low,3,0,0,0.0
Jaipur,Bangalore,750,Delhivery,Clear,Low,4,0,0,0.0
Delhi,Mumbai,1810,DTDC,Clear,High,3,0,1,0.0
Ahmedabad,Jaipur,1418,Xpressbees,Clear,Medium,1,0,0,0.0
Jaipur,Hyderabad,227,Delhivery,Fog,Medium,1,0,0,0.0
Lucknow,Hyderabad,994,Delhivery,Clear,Low,10,1,0,0.0
Kolkata,Bangalore,411,Ecom Express,Clear,High,5,0,0,0.0
Ahmedabad,Pune,2343,India Post,Rain,Low,2,0,1,1.73
Chennai,Delhi,284,Ecom Express,Clear,Medium,11,1,0,0.0
Mumbai,Lucknow,1923,Shadowfax,Clear,Medium,10,1,1,41.66
Hyderabad,Pune,1416,Blue Dart,Fog,Low,11,1,0,0.0
Delhi,Pune,744,Shadowfax,Heavy Rain (Monsoon),High,2,0,1,16.08
Kolkata,Delhi,1213,Blue Dart,Rain,High,7,0,0,0.0
Ahmedabad,Lucknow,1656,Ecom Express,Rain,Medium,5,0,0,0.0
Ahmedabad,Bangalore,2302,Blue Dart,Clear,High,3,0,0,0.0
Delhi,Pune,1668,Ecom Express,Clear,Jam (Gridlock),5,0,0,0.0
Jaipur,Pune,832,Shadowfax,Storm,Medium,12,0,0,0.0
Mumbai,Jaipur,1831,India Post,Clear,High,4,0,0,0.0
Bangalore,Delhi,764,India Post,Heavy Rain (Monsoon),Low,9,0,1,8.54
Mumbai,Jaipur,1769,India Post,Clear,Medium,10,1,0,0.0
Chennai,Bangalore,161,India Post,Clear,High,2,0,0,0.0
Ahmedabad,Bangalore,765,Ecom Express,Fog,Medium,6,0,0,0.0
Delhi,Chennai,1974,Delhivery,Heavy Rain (Monsoon),Jam (Gridlock),8,0,1,11.58
Jaipur,Ahmedabad,2087,Ecom Express,Clear,Low,3,0,0,0.0
Jaipur,Chennai,2012,Blue Dart,Storm,Low,12,0,0,0.0
Kolkata,Lucknow,2082,India Post,Storm,Jam (Gridlock),5,0,0,0.0
Mumbai,Kolkata,1737,Delhivery,Clear,Jam (Gridlock),7,0,1,5.79
Mumbai,Ahmedabad,2367,Blue Dart,Fog,High,4,0,0,0.0
Pune,Hyderabad,837,India Post,Clear,High,11,1,1,46.64
Lucknow,Hyderabad,2105,Shadowfax,Heavy Rain (Monsoon),Low,9,0,0,0.0
Delhi,Ahmedabad,1482,India Post,Clear,Low,11,1,1,30.23
Pune,Jaipur,596,India Post,Clear,High,4,0,0,0.0
Ahmedabad,Pune,1092,Delhivery,Clear,Medium,11,1,0,0.0
Jaipur,Delhi,2429,Ecom Express,Rain,Low,7,0,1,1.91
Jaipur,Hyderabad,2418,Ecom Express,Heavy Rain (Monsoon),Low,3,0,0,0.0
Mumbai,Chennai,974,Xpressbees,Clear,High,5,0,0,0.0
Kolkata,Hyderabad,1612,Shadowfax,Clear,Medium,3,0,0,0.0
Kolkata,Lucknow,316,Blue Dart,Clear,Low,3,0,0,0.0
Kolkata,Bangalore,1725,Delhivery,Rain,Jam (Gridlock),12,0,0,0.0
Ahmedabad,Jaipur,2000,Ecom Express,Clear,High,8,0,0,0.0
Pune,Jaipur,2279,Ecom Express,Clear,High,6,0,0,0.0
Pune,Bangalore,1269,Blue Dart,Storm,Medium,1,0,0,0.0
Lucknow,Mumbai,1598,DTDC,Fog,Low,12,0,0,0.0
Jaipur,Kolkata,1359,India Post,Clear,Low,5,0,0,0.0
Jaipur,Hyderabad,1356,Blue Dart,Rain,Low,8,0,0,0.0
Delhi,Chennai,159,Ecom Express,Rain,Jam (Gridlock),11,1,1,27.57
Chennai,Mumbai,788,Xpressbees,Clear,Medium,9,0,0,0.0
Lucknow,Bangalore,627,Ecom Express,Clear,Medium,11,1,1,36.37
Hyderabad,Kolkata,1940,DTDC,Rain,Low,9,0,0,0.0
Bangalore,Lucknow,1848,Blue Dart,Rain,Low,7,0,0,0.0
Hyderabad,Kolkata,1427,Blue Dart,Clear,Medium,5,0,1,0.0
Hyderabad,Bangalore,1506,Delhivery,Clear,High,1,0,0,0.0
Chennai,Kolkata,1248,India Post,Heavy Rain (Monsoon),Medium,8,0,0,0.0
Chennai,Hyderabad,742,Xpressbees,Clear,Medium,11,1,0,0.0
Delhi,Chennai,1061,Ecom Express,Clear,Jam (Gridlock),4,0,1,4.26
Lucknow,Mumbai,1204,Delhivery,Rain,Medium,8,0,1,2.09
Hyderabad,Delhi,1600,Xpressbees,Clear,Medium,10,1,0,0.0
Hyderabad,Bangalore,533,DTDC,Rain,Medium,10,1,1,33.19
Chennai,Hyderabad,1612,DTDC,Clear,Medium,10,1,1,21.95
Hyderabad,Pune,2421,DTDC,Clear,Low,3,0,0,0.0
Ahmedabad,Chennai,1704,India Post,Clear,Low,10,1,0,0.0
Jaipur,Chennai,1634,India Post,Clear,Medium,5,0,0,0.0
Jaipur,Hyderabad,2116,India Post,Storm,Medium,6,0,0,0.0
Lucknow,Bangalore,1109,Delhivery,Rain,High,7,0,0,0.0
Jaipur,Kolkata,264,Shadowfax,Clear,High,2,0,0,0.0
Jaipur,Lucknow,577,India Post,Clear,Low,10,1,0,0.0
Bangalore,Chennai,767,India Post,Fog,High,12,0,0,0.0
Pune,Kolkata,1843,Xpressbees,Clear,High,10,1,1,27.49
Jaipur,Mumbai,826,DTDC,Storm,High,5,0,0,0.0
Lucknow,Pune,650,Blue Dart,Fog,High,1,0,0,0.0
Kolkata,Bangalore,692,India Post,Fog,Jam (Gridlock),1,0,0,0.0
Pune,Ahmedabad,2376,DTDC,Clear,Medium,8,0,0,0.0
Lucknow,Bangalore,2177,Shadowfax,Clear,High,4,0,0,0.0
Kolkata,Delhi,135,India Post,Rain,Jam (Gridlock),2,0,0,0.0
Bangalore,Ahmedabad,354,DTDC,Clear,High,12,0,0,0.0
Hyderabad,Jaipur,1217,Delhivery,Clear,Low,3,0,0,0.0
Delhi,Chennai,1916,Delhivery,Clear,Jam (Gridlock),12,0,0,0.0
Bangalore,Ahmedabad,1245,Shadowfax,Fog,High,7,0,0,0.0
Mumbai,Pune,450,Delhivery,Clear,High,10,1,0,0.0
Hyderabad,Bangalore,1958,Blue Dart,Rain,High,7,0,1,2.34
Lucknow,Chennai,2349,Delhivery,Clear,Jam (Gridlock),10,1,1,23.12
Chennai,Bangalore,1907,Xpressbees,Clear,Jam (Gridlock),2,0,1,5.23
Pune,Delhi,2100,India Post,Rain,High,9,0,0,0.0
Lucknow,Mumbai,1648,Ecom Express,Clear,Medium,6,0,0,0.0
Pune,Jaipur,2092,India Post,Clear,Jam (Gridlock),12,0,0,0.0
Ahmedabad,Hyderabad,1472,Xpressbees,Storm,Medium,3,0,0,0.0
Jaipur,Kolkata,1148,Delhivery,Clear,High,12,0,0,0.0
Delhi,Hyderabad,1366,Blue Dart,Clear,Jam (Gridlock),9,0,0,0.0
Delhi,Jaipur,1933,Blue Dart,Rain,Jam (Gridlock),1,0,0,0.0
Pune,Mumbai,2301,Shadowfax,Rain,High,10,1,1,41.46
Hyderabad,Lucknow,1298,DTDC,Clear,Low,11,1,0,0.0
Kolkata,Jaipur,1951,Blue Dart,Clear,Medium,2,0,0,0.0
Jaipur,Pune,1818,Xpressbees,Heavy Rain (Monsoon),Low,9,0,1,5.88
Ahmedabad,Mumbai,700,Blue Dart,Clear,Low,3,0,0,0.0
Kolkata,Bangalore,1788,Xpressbees,Clear,Jam (Gridlock),4,0,0,0.0
Kolkata,Jaipur,2087,Blue Dart,Clear,Low,9,0,0,0.0
Lucknow,Pune,2396,Ecom Express,Clear,Low,10,1,0,0.0
Jaipur,Pune,279,India Post,Rain,Medium,6,0,1,2.66
Lucknow,Mumbai,337,Ecom Express,Clear,Medium,2,0,0,0.0
Pune,Bangalore,2242,Delhivery,Clear,Low,11,1,0,0.0
Bangalore,Hyderabad,1961,Xpressbees,Clear,High,8,0,0,0.0
Chennai,Mumbai,2322,DTDC,Clear,High,10,1,0,0.0
Delhi,Chennai,1646,Xpressbees,Rain,Medium,3,0,0,0.0
Delhi,Chennai,1564,Blue Dart,Clear,High,8,0,0,0.0
Kolkata,Chennai,2303,Ecom Express,Fog,Medium,11,1,0,0.0
Kolkata,Ahmedabad,809,Delhivery,Clear,Medium,4,0,0,0.0
Kolkata,Bangalore,1394,India Post,Clear,Low,9,0,0,0.0
Kolkata,Mumbai,571,DTDC,Fog,Jam (Gridlock),5,0,1,2.86
Lucknow,Kolkata,1019,India Post,Clear,Medium,10,1,0,0.0
Pune,Mumbai,576,DTDC,Clear,Jam (Gridlock),10,1,1,44.58
Jaipur,Pune,2050,DTDC,Clear,Low,12,0,0,0.0
Bangalore,Mumbai,2148,Ecom Express,Heavy Rain (Monsoon),High,11,1,1,45.44
Jaipur,Kolkata,2148,India Post,Heavy Rain (Monsoon),Medium,9,0,0,0.0
Chennai,Bangalore,1634,Xpressbees,Rain,High,11,1,1,40.46
Pune,Kolkata,1547,India Post,Heavy Rain (Monsoon),Low,9,0,1,19.49
Mumbai,Pune,1927,Delhivery,Storm,High,5,0,0,0.0
Delhi,Kolkata,657,India Post,Clear,High,4,0,0,0.0
Jaipur,Kolkata,2277,Blue Dart,Clear,High,4,0,0,0.0
Kolkata,Pune,1158,Delhivery,Clear,High,12,0,0,0.0
Delhi,Ahmedabad,2041,Xpressbees,Heavy Rain (Monsoon),Jam (Gridlock),6,0,1,26.3
Pune,Kolkata,2141,Ecom Express,Rain,Low,6,0,0,0.0
Ahmedabad,Lucknow,661,Xpressbees,Fog,Low,12,0,0,0.0
Jaipur,Mumbai,626,Xpressbees,Clear,Jam (Gridlock),8,0,0,0.0
Delhi,Bangalore,2477,Ecom Express,Clear,Medium,10,1,0,0.0
Kolkata,Chennai,1889,Delhivery,Clear,Low,2,0,0,0.0
