Origin,Destination,Distance_km,Carrier,Shipment_Type,Service_Level,Mode,Priority,Package_Weight_kg,Promised_SLA_Hours,Weather,Traffic,Month,Is_Festival_Season,Delayed,Delay_Hours
Pune,Kolkata,1204,Blue Dart,B2B,Same Day,Air,High,20.3,12,Fog,Low,11,1,0,0.0
Hyderabad,Ahmedabad,869,DTDC,B2B,Same Day,Air,Normal,9.23,8,Rain,Medium,9,0,0,0.0
Mumbai,Hyderabad,569,India Post,B2B,Same Day,Air,Normal,33.99,12,Clear,High,7,0,0,0.0
Chennai,Lucknow,326,DTDC,B2C,Standard,Road,Normal,27.73,48,Clear,Medium,7,0,0,0.0
Delhi,Chennai,1926,Shadowfax,B2B,Same Day,Road,High,13.94,12,Rain,Medium,6,0,0,0.0
Ahmedabad,Chennai,1562,Delhivery,B2B,Standard,Air,Normal,37.66,72,Clear,Medium,5,0,0,0.0
Kolkata,Delhi,2272,Xpressbees,B2B,Same Day,Road,High,36.17,12,Fog,Jam (Gridlock),3,0,1,16.11
Ahmedabad,Hyderabad,1071,India Post,B2C,Same Day,Air,High,17.59,12,Clear,Low,9,0,0,0.0
Delhi,Jaipur,180,Ecom Express,B2B,Express,Air,Normal,15.86,36,Clear,High,7,0,0,0.0
Delhi,Hyderabad,1923,DTDC,B2B,Same Day,Road,Normal,22.33,12,Clear,Medium,11,1,0,0.0
Bangalore,Lucknow,1566,Ecom Express,B2C,Express,Air,Normal,1.4,36,Clear,High,9,0,0,0.0
Hyderabad,Jaipur,1279,Ecom Express,B2C,Same Day,Air,High,5.76,12,Clear,Medium,5,0,0,0.0
Chennai,Kolkata,489,Ecom Express,B2C,Express,Air,High,37.11,36,Clear,High,7,0,0,0.0
Jaipur,Kolkata,1983,Blue Dart,B2B,Express,Air,High,2.23,36,Rain,Medium,6,0,0,0.0
Delhi,Pune,1195,Ecom Express,B2B,Standard,Road,Normal,9.0,96,Clear,Jam (Gridlock),2,0,0,0.0
Hyderabad,Mumbai,2494,Delhivery,B2C,Standard,Road,High,23.15,72,Clear,High,4,0,0,0.0
Bangalore,Mumbai,2097,Blue Dart,B2B,Express,Road,Normal,20.29,24,Rain,Jam (Gridlock),6,0,0,0.0
Chennai,Lucknow,1395,India Post,B2C,Express,Air,High,29.45,36,Fog,Low,12,0,0,0.0
Hyderabad,Lucknow,194,Ecom Express,B2C,Standard,Road,High,11.9,96,Clear,Low,8,0,1,0.0
Jaipur,Delhi,2310,India Post,B2C,Express,Air,High,12.45,36,Rain,High,6,0,0,0.0
Hyderabad,Mumbai,796,DTDC,B2B,Same Day,Air,Normal,31.03,8,Heavy Rain (Monsoon),High,4,0,1,10.85
Chennai,Kolkata,299,Ecom Express,B2C,Express,Air,Normal,18.43,36,Clear,Low,7,0,0,0.0
Chennai,Kolkata,2331,Xpressbees,B2C,Express,Air,High,13.01,24,Storm,Low,12,0,0,0.0
Pune,Mumbai,166,India Post,B2C,Same Day,Air,Normal,37.09,8,Clear,Jam (Gridlock),3,0,1,7.82
Jaipur,Delhi,2428,Shadowfax,B2B,Standard,Road,High,6.98,48,Clear,High,4,0,1,5.57
Pune,Kolkata,872,Delhivery,B2C,Standard,Road,High,36.63,72,Heavy Rain (Monsoon),Medium,8,0,1,23.12
Jaipur,Lucknow,1019,India Post,B2C,Standard,Road,Normal,23.52,72,Fog,Medium,8,0,1,10.05
Hyderabad,Bangalore,1971,Delhivery,B2B,Express,Air,Normal,20.73,36,Heavy Rain (Monsoon),Low,7,0,1,17.74
Ahmedabad,Jaipur,1474,Ecom Express,B2B,Same Day,Air,Normal,7.43,8,Rain,Low,6,0,1,2.92
Hyderabad,Jaipur,1481,India Post,B2B,Express,Air,High,22.84,36,Clear,Medium,7,0,0,0.0
Chennai,Ahmedabad,1631,Ecom Express,B2C,Express,Air,Normal,0.84,24,Clear,Low,10,1,1,26.46
Ahmedabad,Kolkata,1996,India Post,B2C,Express,Road,High,13.45,24,Rain,Jam (Gridlock),9,0,1,21.56
Jaipur,Hyderabad,960,DTDC,B2C,Express,Air,High,18.17,24,Clear,Jam (Gridlock),11,1,1,36.0
Hyderabad,Bangalore,2094,Xpressbees,B2B,Express,Air,Normal,29.73,24,Clear,Low,1,0,0,0.0
Mumbai,Jaipur,1459,Delhivery,B2C,Same Day,Air,High,9.18,8,Heavy Rain (Monsoon),High,6,0,1,11.74
Kolkata,Hyderabad,1615,DTDC,B2C,Same Day,Road,Normal,22.28,8,Clear,Low,10,1,0,0.0
Pune,Ahmedabad,163,Blue Dart,B2B,Same Day,Air,Normal,27.89,12,Clear,Medium,12,0,0,0.0
Kolkata,Mumbai,872,Delhivery,B2C,Express,Air,High,35.49,36,Fog,High,11,1,0,0.0
Bangalore,Mumbai,1637,Blue Dart,B2B,Same Day,Air,Normal,25.51,12,Clear,High,3,0,0,0.0
Lucknow,Jaipur,255,DTDC,B2B,Same Day,Air,High,16.5,12,Clear,Medium,11,1,0,0.0
Kolkata,Chennai,1566,Ecom Express,B2C,Same Day,Air,High,39.58,12,Heavy Rain (Monsoon),Jam (Gridlock),3,0,0,0.0
Ahmedabad,Pune,2183,Delhivery,B2B,Express,Road,High,1.42,36,Clear,Medium,11,1,0,0.0
Hyderabad,Kolkata,700,Delhivery,B2C,Express,Road,High,30.81,36,Storm,Medium,7,0,1,12.11
Kolkata,Lucknow,230,India Post,B2B,Standard,Road,High,34.52,72,Clear,Medium,3,0,0,0.0
Bangalore,Lucknow,305,Shadowfax,B2B,Same Day,Road,High,32.88,12,Clear,High,2,0,0,0.0
Hyderabad,Lucknow,249,Delhivery,B2C,Standard,Air,High,27.54,48,Fog,Medium,12,0,0,0.0
Ahmedabad,Hyderabad,991,Shadowfax,B2B,Standard,Road,High,11.57,48,Rain,Medium,8,0,0,0.0
Ahmedabad,Hyderabad,2182,Delhivery,B2C,Express,Road,Normal,3.68,24,Rain,Medium,6,0,0,0.0
Pune,Kolkata,2247,Ecom Express,B2B,Express,Air,Normal,38.82,24,Clear,Medium,2,0,0,0.0
Jaipur,Mumbai,2430,Delhivery,B2B,Standard,Air,High,6.73,48,Rain,Medium,8,0,0,0.0
Pune,Bangalore,1533,Shadowfax,B2B,Standard,Air,Normal,34.93,48,Clear,Medium,1,0,0,0.0
Mumbai,Ahmedabad,566,Blue Dart,B2C,Same Day,Air,Normal,3.5,8,Clear,High,8,0,0,0.0
Lucknow,Mumbai,2280,Blue Dart,B2B,Standard,Road,Normal,2.31,96,Rain,Medium,8,0,0,0.0
Delhi,Pune,2073,DTDC,B2C,Express,Road,High,11.08,36,Clear,High,3,0,0,0.0
Kolkata,Chennai,664,Xpressbees,B2B,Same Day,Road,Normal,22.15,12,Heavy Rain (Monsoon),Jam (Gridlock),4,0,1,18.0
Mumbai,Kolkata,2408,India Post,B2B,Express,Road,High,13.88,24,Storm,High,6,0,0,0.0
Delhi,Lucknow,1584,Delhivery,B2C,Standard,Road,Normal,8.2,72,Clear,High,2,0,0,0.0
Jaipur,Bangalore,63,Ecom Express,B2B,Same Day,Air,Normal,39.93,12,Clear,High,1,0,0,0.0
Mumbai,Delhi,2150,DTDC,B2B,Same Day,Road,High,9.62,12,Clear,High,4,0,0,0.0
Pune,Hyderabad,1392,India Post,B2B,Same Day,Air,Normal,14.21,8,Clear,Low,4,0,1,0.0
Mumbai,Pune,2042,Ecom Express,B2B,Same Day,Air,High,37.97,8,Rain,High,11,1,0,0.0
Ahmedabad,Kolkata,661,Delhivery,B2B,Standard,Road,High,39.88,48,Fog,Low,3,0,0,0.0
Mumbai,Chennai,1349,Ecom Express,B2C,Express,Air,Normal,27.96,36,Clear,Jam (Gridlock),10,1,1,40.38
Mumbai,Delhi,216,Ecom Express,B2B,Standard,Air,Normal,18.63,48,Clear,Medium,7,0,0,0.0
Ahmedabad,Mumbai,353,Shadowfax,B2C,Same Day,Air,Normal,1.59,8,Clear,High,5,0,0,0.0
Lucknow,Bangalore,1330,India Post,B2B,Standard,Road,High,17.45,72,Storm,High,1,0,1,24.48
Kolkata,Delhi,548,India Post,B2C,Express,Road,Normal,27.3,36,Heavy Rain (Monsoon),Low,7,0,1,10.82
Kolkata,Pune,1469,Xpressbees,B2B,Standard,Air,Normal,12.17,96,Clear,Medium,10,1,0,0.0
Delhi,Ahmedabad,1608,Blue Dart,B2B,Express,Air,High,27.84,36,Heavy Rain (Monsoon),Medium,7,0,1,14.79
Pune,Lucknow,1325,Ecom Express,B2C,Express,Air,High,28.53,24,Clear,Medium,2,0,0,0.0
Jaipur,Pune,345,DTDC,B2B,Express,Air,High,24.86,24,Fog,Medium,1,0,1,6.17
Hyderabad,Jaipur,2254,Delhivery,B2C,Same Day,Road,High,28.06,8,Clear,High,11,1,1,12.0
Bangalore,Kolkata,2422,India Post,B2C,Express,Air,High,9.8,24,Rain,Low,7,0,0,0.0
Bangalore,Lucknow,1163,Xpressbees,B2C,Same Day,Road,Normal,30.66,8,Clear,High,12,0,0,0.0
Mumbai,Lucknow,1983,Ecom Express,B2C,Express,Road,High,32.62,36,Clear,Medium,6,0,1,9.55
Chennai,Lucknow,1405,Ecom Express,B2C,Standard,Air,High,9.87,48,Clear,Low,7,0,0,0.0
Chennai,Pune,2385,Ecom Express,B2C,Standard,Air,High,13.41,72,Clear,High,4,0,0,0.0
Mumbai,Kolkata,472,India Post,B2B,Express,Road,Normal,32.42,36,Storm,Jam (Gridlock),7,0,1,20.3
Bangalore,Kolkata,1820,DTDC,B2B,Standard,Road,Normal,32.67,72,Clear,High,10,1,0,0.0
Delhi,Bangalore,2220,Delhivery,B2B,Same Day,Air,Normal,8.29,12,Rain,Medium,9,0,0,0.0
Pune,Mumbai,2148,DTDC,B2C,Same Day,Road,Normal,24.75,12,Clear,Medium,8,0,0,0.0
Mumbai,Chennai,2159,Delhivery,B2C,Express,Road,Normal,27.96,36,Clear,Medium,4,0,0,0.0
Delhi,Jaipur,1710,Ecom Express,B2B,Express,Road,High,16.4,24,Clear,High,11,1,0,0.0
Mumbai,Bangalore,1356,India Post,B2B,Standard,Road,Normal,26.49,48,Clear,Jam (Gridlock),5,0,1,14.74
Lucknow,Hyderabad,1171,Shadowfax,B2B,Express,Air,High,10.42,36,Clear,Low,10,1,0,0.0
Chennai,Ahmedabad,1460,DTDC,B2B,Standard,Road,High,6.69,72,Fog,Medium,4,0,0,0.0
Mumbai,Jaipur,1786,India Post,B2B,Same Day,Air,Normal,31.93,12,Rain,Jam (Gridlock),2,0,1,11.68
Jaipur,Ahmedabad,679,India Post,B2C,Same Day,Road,Normal,11.35,8,Storm,Medium,7,0,0,0.0
Jaipur,Ahmedabad,1459,Ecom Express,B2C,Same Day,Air,High,20.58,8,Heavy Rain (Monsoon),Low,7,0,1,12.0
Pune,Ahmedabad,2302,Xpressbees,B2C,Same Day,Road,High,28.05,8,Fog,Low,12,0,0,0.0
Jaipur,Bangalore,2307,Shadowfax,B2C,Express,Road,Normal,25.96,36,Clear,Low,7,0,1,20.15
Jaipur,Pune,1662,Shadowfax,B2C,Express,Road,Normal,19.23,24,Clear,Medium,10,1,0,0.0
Lucknow,Hyderabad,1331,Ecom Express,B2C,Same Day,Road,High,36.85,12,Clear,High,6,0,0,0.0
Bangalore,Pune,161,India Post,B2B,Standard,Road,High,16.63,96,Rain,High,3,0,1,3.82
Chennai,Mumbai,2238,Ecom Express,B2B,Express,Road,High,8.48,36,Rain,Jam (Gridlock),3,0,1,17.07
Kolkata,Pune,1639,Blue Dart,B2C,Same Day,Road,Normal,20.73,8,Clear,High,10,1,0,0.0
Ahmedabad,Hyderabad,905,Ecom Express,B2C,Express,Road,High,12.1,24,Clear,Low,12,0,0,0.0
Hyderabad,Kolkata,942,Delhivery,B2C,Express,Road,High,11.16,36,Clear,Low,3,0,0,0.0
Bangalore,Jaipur,493,Shadowfax,B2B,Express,Air,Normal,4.59,24,Rain,Jam (Gridlock),3,0,0,0.0
Hyderabad,Bangalore,966,Xpressbees,B2C,Standard,Air,Normal,32.49,72,Clear,Jam (Gridlock),9,0,1,4.31
Delhi,Lucknow,1022,Blue Dart,B2B,Same Day,Road,High,32.91,12,Fog,High,12,0,1,18.0
Ahmedabad,Hyderabad,1073,India Post,B2B,Same Day,Air,High,35.07,12,Heavy Rain (Monsoon),High,6,0,0,0.0
Pune,Kolkata,1216,Ecom Express,B2C,Express,Road,High,9.51,24,Clear,Low,1,0,0,0.0
Jaipur,Chennai,1127,Delhivery,B2C,Standard,Air,High,39.52,96,Clear,Low,12,0,0,0.0
Ahmedabad,Bangalore,701,Ecom Express,B2B,Standard,Air,High,0.48,48,Fog,High,1,0,0,0.0
Chennai,Bangalore,2385,Delhivery,B2B,Same Day,Air,Normal,6.75,12,Clear,Medium,7,0,0,0.0
Kolkata,Bangalore,1442,Delhivery,B2B,Standard,Road,Normal,36.55,96,Rain,Low,12,0,1,14.07
Lucknow,Pune,1969,Delhivery,B2C,Express,Air,High,7.73,24,Heavy Rain (Monsoon),Medium,7,0,0,0.0
Ahmedabad,Bangalore,2091,Xpressbees,B2B,Standard,Road,Normal,12.56,72,Rain,High,8,0,1,7.02
Hyderabad,Ahmedabad,1997,Blue Dart,B2C,Express,Road,Normal,20.13,24,Clear,Low,11,1,1,36.0
Pune,Lucknow,2487,India Post,B2C,Same Day,Air,Normal,2.34,12,Clear,Medium,5,0,1,0.0
Pune,Mumbai,1743,India Post,B2C,Same Day,Road,High,38.05,8,Heavy Rain (Monsoon),High,7,0,0,0.0
Ahmedabad,Jaipur,1317,India Post,B2B,Express,Air,High,2.74,24,Fog,Low,9,0,1,8.77
Pune,Delhi,116,India Post,B2B,Same Day,Air,High,11.94,8,Rain,Jam (Gridlock),7,0,0,0.0
Ahmedabad,Chennai,2134,Xpressbees,B2C,Standard,Road,Normal,4.62,72,Heavy Rain (Monsoon),Low,10,1,1,45.67
Chennai,Lucknow,495,Shadowfax,B2B,Standard,Road,High,38.27,48,Clear,Medium,12,0,0,0.0
Delhi,Mumbai,1572,DTDC,B2C,Same Day,Road,Normal,5.89,12,Clear,High,5,0,0,0.0
Kolkata,Mumbai,640,Delhivery,B2B,Standard,Road,High,14.05,72,Clear,High,10,1,1,13.87
Ahmedabad,Chennai,311,Ecom Express,B2C,Express,Road,Normal,12.05,36,Clear,Low,7,0,0,0.0
Delhi,Hyderabad,428,Delhivery,B2C,Standard,Road,Normal,13.77,96,Heavy Rain (Monsoon),Jam (Gridlock),9,0,0,0.0
Kolkata,Lucknow,271,Shadowfax,B2B,Express,Air,High,35.97,24,Clear,Jam (Gridlock),11,1,1,30.89
Delhi,Mumbai,1328,India Post,B2C,Standard,Air,High,6.24,72,Clear,High,1,0,0,0.0
Pune,Lucknow,676,Blue Dart,B2C,Standard,Road,Normal,36.56,96,Storm,Medium,10,1,0,0.0
Hyderabad,Lucknow,2275,Shadowfax,B2B,Express,Road,Normal,14.34,36,Clear,High,3,0,0,0.0
Ahmedabad,Delhi,1137,Shadowfax,B2B,Standard,Air,Normal,21.58,72,Clear,Medium,11,1,0,0.0
Pune,Hyderabad,2414,DTDC,B2C,Express,Air,Normal,36.81,36,Clear,Medium,12,0,0,0.0
Chennai,Delhi,2347,Shadowfax,B2C,Standard,Air,High,3.63,96,Heavy Rain (Monsoon),Medium,6,0,1,9.01
Bangalore,Kolkata,447,Shadowfax,B2C,Express,Road,High,0.88,36,Clear,Medium,5,0,0,0.0
Delhi,Ahmedabad,1154,India Post,B2C,Same Day,Air,High,33.85,8,Clear,High,4,0,0,0.0
Lucknow,Hyderabad,1822,Shadowfax,B2C,Same Day,Air,High,5.45,8,Clear,Low,8,0,0,0.0
Kolkata,Bangalore,546,Blue Dart,B2B,Express,Road,Normal,37.13,36,Heavy Rain (Monsoon),Medium,8,0,1,10.39
Mumbai,Jaipur,277,Delhivery,B2B,Express,Air,High,16.83,24,Clear,High,10,1,0,0.0
Pune,Lucknow,1986,Delhivery,B2C,Standard,Air,Normal,15.7,96,Rain,Low,6,0,0,0.0
Lucknow,Bangalore,1342,Shadowfax,B2B,Same Day,Road,Normal,7.85,12,Heavy Rain (Monsoon),Jam (Gridlock),8,0,1,18.0
Kolkata,Ahmedabad,2294,Delhivery,B2C,Same Day,Road,High,27.52,8,Rain,High,6,0,0,0.0
Bangalore,Hyderabad,360,Xpressbees,B2C,Same Day,Air,Normal,15.38,12,Fog,High,10,1,0,0.0
Lucknow,Mumbai,484,DTDC,B2B,Express,Air,High,6.19,36,Clear,High,10,1,0,0.0
Hyderabad,Chennai,1373,Ecom Express,B2B,Express,Air,Normal,18.36,36,Rain,Low,6,0,0,0.0
Kolkata,Pune,828,DTDC,B2B,Express,Air,High,2.31,24,Fog,Medium,12,0,0,0.0
Jaipur,Kolkata,2485,Xpressbees,B2B,Same Day,Air,High,31.69,8,Heavy Rain (Monsoon),Medium,10,1,1,12.0
Jaipur,Bangalore,135,Delhivery,B2C,Standard,Air,High,16.51,96,Clear,Medium,4,0,0,0.0
Kolkata,Ahmedabad,293,Delhivery,B2B,Express,Road,Normal,2.3,36,Storm,Jam (Gridlock),11,1,1,46.3
Bangalore,Ahmedabad,337,Shadowfax,B2B,Same Day,Air,Normal,7.21,12,Clear,High,12,0,0,0.0
Jaipur,Hyderabad,77,Ecom Express,B2C,Express,Road,High,38.9,24,Storm,Medium,5,0,0,0.0
Lucknow,Kolkata,2330,DTDC,B2C,Standard,Road,High,7.31,72,Clear,Medium,1,0,0,0.0
Bangalore,Ahmedabad,790,Blue Dart,B2B,Standard,Road,High,1.25,96,Heavy Rain (Monsoon),High,8,0,1,16.79
Hyderabad,Bangalore,2429,Shadowfax,B2C,Same Day,Road,High,25.58,8,Fog,Medium,1,0,0,0.0
Hyderabad,Ahmedabad,301,Ecom Express,B2B,Standard,Road,Normal,8.53,96,Clear,Low,3,0,0,0.0
Pune,Mumbai,1276,DTDC,B2C,Standard,Road,Normal,10.71,72,Clear,Medium,4,0,0,0.0
Lucknow,Pune,148,Shadowfax,B2B,Same Day,Air,Normal,15.6,12,Heavy Rain (Monsoon),Medium,6,0,0,0.0
Pune,Kolkata,1883,Xpressbees,B2B,Express,Road,Normal,31.09,24,Clear,Medium,9,0,1,18.55
Pune,Bangalore,1638,DTDC,B2B,Same Day,Road,High,1.25,12,Clear,Medium,2,0,0,0.0
Jaipur,Ahmedabad,1830,Ecom Express,B2B,Express,Road,High,14.53,24,Storm,Jam (Gridlock),1,0,1,22.36
Jaipur,Delhi,1736,Shadowfax,B2C,Same Day,Road,Normal,37.83,8,Rain,Low,3,0,0,0.0
Bangalore,Mumbai,464,Blue Dart,B2C,Standard,Air,Normal,14.63,72,Storm,Low,2,0,1,15.71
Mumbai,Ahmedabad,543,Blue Dart,B2C,Same Day,Air,High,3.95,8,Heavy Rain (Monsoon),High,8,0,0,0.0
Delhi,Chennai,737,Shadowfax,B2B,Express,Air,Normal,9.75,24,Clear,Jam (Gridlock),11,1,1,23.51
Jaipur,Bangalore,2044,DTDC,B2B,Standard,Road,High,17.43,96,Rain,Jam (Gridlock),9,0,1,9.43
Kolkata,Delhi,2413,Ecom Express,B2B,Same Day,Road,Normal,4.02,8,Clear,High,1,0,0,0.0
Bangalore,Kolkata,1672,Delhivery,B2C,Standard,Road,High,25.3,96,Clear,Jam (Gridlock),4,0,0,0.0
Lucknow,Pune,686,Delhivery,B2C,Same Day,Road,High,36.51,12,Clear,Low,1,0,0,0.0
Mumbai,Chennai,210,Shadowfax,B2C,Standard,Road,High,3.79,72,Heavy Rain (Monsoon),Medium,12,0,0,0.0
Ahmedabad,Bangalore,620,India Post,B2B,Standard,Road,High,37.47,96,Storm,Jam (Gridlock),8,0,1,19.82
Bangalore,Mumbai,2458,DTDC,B2C,Express,Air,High,30.05,36,Clear,Low,11,1,0,0.0
Hyderabad,Delhi,1233,Xpressbees,B2B,Standard,Road,Normal,14.93,48,Clear,Low,10,1,1,46.66
Jaipur,Hyderabad,2348,India Post,B2B,Express,Road,High,5.28,36,Fog,Medium,1,0,0,0.0
Mumbai,Ahmedabad,1207,Xpressbees,B2B,Standard,Road,High,16.22,48,Clear,High,3,0,0,0.0
Ahmedabad,Pune,1055,India Post,B2C,Same Day,Air,Normal,31.06,8,Fog,High,1,0,0,0.0
Delhi,Ahmedabad,2145,Blue Dart,B2C,Same Day,Air,High,39.69,12,Clear,Low,1,0,0,0.0
Bangalore,Chennai,172,Xpressbees,B2C,Express,Air,Normal,25.95,24,Rain,Jam (Gridlock),6,0,1,10.05
Delhi,Mumbai,478,DTDC,B2B,Same Day,Road,High,2.02,8,Rain,Medium,9,0,0,0.0
Pune,Ahmedabad,1237,Delhivery,B2C,Same Day,Air,Normal,4.35,8,Rain,Low,4,0,0,0.0
Mumbai,Ahmedabad,1470,Delhivery,B2B,Standard,Air,High,38.89,72,Clear,High,6,0,0,0.0
Jaipur,Lucknow,1007,India Post,B2C,Express,Air,High,4.0,36,Heavy Rain (Monsoon),Medium,9,0,0,0.0
Jaipur,Mumbai,2226,DTDC,B2C,Standard,Air,Normal,29.19,48,Heavy Rain (Monsoon),Low,7,0,1,11.29
Kolkata,Lucknow,1652,DTDC,B2B,Same Day,Air,Normal,12.55,12,Clear,Medium,9,0,0,0.0
Ahmedabad,Kolkata,82,Blue Dart,B2B,Same Day,Air,Normal,6.89,12,Clear,Medium,4,0,0,0.0
Kolkata,Jaipur,1980,India Post,B2B,Standard,Air,Normal,11.85,72,Clear,Medium,12,0,0,0.0
Ahmedabad,Mumbai,1300,Xpressbees,B2B,Standard,Air,High,15.95,48,Rain,High,3,0,0,0.0
Ahmedabad,Jaipur,2098,Blue Dart,B2B,Same Day,Road,Normal,29.58,8,Clear,Medium,5,0,0,0.0
Mumbai,Ahmedabad,1201,Shadowfax,B2C,Same Day,Air,High,27.45,12,Clear,Jam (Gridlock),2,0,0,0.0
Jaipur,Lucknow,728,Delhivery,B2C,Standard,Road,High,2.92,72,Clear,Medium,1,0,0,0.0
Chennai,Lucknow,812,India Post,B2B,Standard,Road,Normal,21.08,72,Heavy Rain (Monsoon),High,3,0,1,25.06
Pune,Ahmedabad,149,Blue Dart,B2C,Same Day,Road,High,12.76,8,Rain,Low,2,0,0,0.0
Bangalore,Lucknow,1144,DTDC,B2C,Same Day,Road,High,32.78,8,Clear,Jam (Gridlock),8,0,0,0.0
Jaipur,Pune,1942,Ecom Express,B2B,Standard,Road,Normal,26.19,48,Clear,Medium,5,0,0,0.0
Bangalore,Hyderabad,789,DTDC,B2C,Standard,Road,Normal,27.68,48,Clear,High,11,1,0,0.0
Bangalore,Kolkata,1818,Xpressbees,B2B,Express,Road,Normal,37.74,24,Clear,High,10,1,1,36.0
Kolkata,Ahmedabad,2491,Blue Dart,B2C,Express,Air,High,33.78,36,Clear,Low,12,0,0,0.0
Pune,Kolkata,2326,Xpressbees,B2C,Same Day,Road,High,20.21,8,Heavy Rain (Monsoon),Medium,9,0,1,12.0
Kolkata,Ahmedabad,1817,Blue Dart,B2B,Express,Road,High,34.89,24,Clear,Medium,12,0,0,0.0
Jaipur,Bangalore,2272,Delhivery,B2B,Express,Road,Normal,25.76,24,Clear,Medium,9,0,0,0.0
Hyderabad,Kolkata,696,India Post,B2C,Standard,Air,High,25.74,72,Clear,Low,10,1,1,19.68
Lucknow,Bangalore,1624,Ecom Express,B2B,Standard,Air,Normal,26.48,48,Clear,High,12,0,0,0.0
Lucknow,Delhi,1556,Ecom Express,B2C,Express,Air,Normal,0.52,36,Clear,High,10,1,0,0.0
Kolkata,Pune,896,DTDC,B2C,Same Day,Air,High,19.52,8,Heavy Rain (Monsoon),Low,9,0,1,12.0
Mumbai,Chennai,2398,Xpressbees,B2C,Express,Road,High,27.04,24,Rain,High,8,0,0,0.0
Lucknow,Jaipur,150,Xpressbees,B2B,Standard,Road,High,20.09,96,Rain,Low,6,0,0,0.0
Jaipur,Chennai,937,Xpressbees,B2B,Standard,Road,High,19.86,72,Rain,Medium,5,0,0,0.0
Chennai,Jaipur,2244,Ecom Express,B2B,Standard,Road,Normal,19.54,72,Clear,Medium,2,0,1,15.0
Chennai,Hyderabad,656,India Post,B2C,Standard,Road,Normal,2.6,96,Clear,Low,7,0,0,0.0
Kolkata,Chennai,2348,Ecom Express,B2B,Express,Air,High,34.87,36,Rain,Low,6,0,0,0.0
Pune,Hyderabad,2157,India Post,B2C,Express,Air,High,33.02,36,Fog,Medium,1,0,0,0.0
Bangalore,Mumbai,2161,India Post,B2C,Standard,Air,Normal,12.48,72,Rain,High,8,0,0,0.0
Mumbai,Kolkata,563,DTDC,B2C,Same Day,Road,Normal,30.94,8,Clear,High,8,0,0,0.0
Chennai,Mumbai,1850,DTDC,B2B,Standard,Road,High,14.96,72,Clear,High,10,1,0,0.0
Hyderabad,Ahmedabad,276,India Post,B2C,Same Day,Air,Normal,24.56,8,Heavy Rain (Monsoon),High,6,0,0,0.0
Ahmedabad,Lucknow,2061,Blue Dart,B2B,Standard,Road,Normal,18.15,96,Rain,Low,6,0,0,0.0
Mumbai,Chennai,741,Shadowfax,B2C,Express,Road,High,33.63,36,Storm,High,1,0,0,0.0
Bangalore,Kolkata,1325,Blue Dart,B2B,Same Day,Road,Normal,6.11,8,Clear,Medium,1,0,0,0.0
Jaipur,Mumbai,540,Ecom Express,B2B,Express,Road,High,25.93,24,Clear,Medium,9,0,0,0.0
Bangalore,Ahmedabad,602,DTDC,B2B,Standard,Air,High,2.64,72,Rain,Jam (Gridlock),9,0,0,0.0
Chennai,Jaipur,963,DTDC,B2B,Standard,Air,Normal,24.65,72,Clear,Low,5,0,0,0.0
Kolkata,Bangalore,1024,Xpressbees,B2C,Same Day,Road,High,6.51,12,Clear,Jam (Gridlock),1,0,0,0.0
Delhi,Ahmedabad,882,Blue Dart,B2C,Standard,Road,Normal,12.14,72,Storm,High,3,0,0,0.0
Jaipur,Chennai,2233,Blue Dart,B2B,Same Day,Road,Normal,14.78,12,Clear,Low,3,0,0,0.0
Mumbai,Delhi,1033,Xpressbees,B2B,Standard,Road,Normal,9.37,96,Clear,High,3,0,0,0.0
Hyderabad,Kolkata,844,Shadowfax,B2B,Express,Road,High,38.21,36,Clear,Medium,3,0,0,0.0
Hyderabad,Delhi,748,DTDC,B2B,Standard,Road,Normal,9.95,96,Clear,Jam (Gridlock),11,1,1,20.15
Hyderabad,Mumbai,2091,Delhivery,B2B,Same Day,Air,Normal,5.63,8,Heavy Rain (Monsoon),Medium,10,1,1,12.0
Pune,Bangalore,334,India Post,B2C,Same Day,Road,Normal,2.53,12,Clear,Medium,8,0,0,0.0
Delhi,Lucknow,1250,Ecom Express,B2B,Standard,Air,High,16.44,72,Clear,Medium,2,0,0,0.0
Bangalore,Hyderabad,1881,Delhivery,B2B,Express,Road,Normal,2.68,36,Fog,High,12,0,0,0.0
Delhi,Bangalore,175,DTDC,B2C,Express,Road,Normal,33.05,24,Clear,Jam (Gridlock),3,0,0,0.0
Jaipur,Mumbai,468,Delhivery,B2C,Standard,Air,Normal,7.22,48,Clear,Medium,5,0,0,0.0
Hyderabad,Bangalore,1584,India Post,B2B,Standard,Air,Normal,25.52,48,Clear,Jam (Gridlock),3,0,1,8.06
Delhi,Chennai,1847,Blue Dart,B2B,Express,Road,Normal,34.55,24,Clear,Jam (Gridlock),4,0,1,17.72
Hyderabad,Pune,1874,India Post,B2C,Same Day,Road,High,6.23,12,Clear,Medium,1,0,0,0.0
Ahmedabad,Hyderabad,2357,Xpressbees,B2B,Same Day,Road,High,30.73,8,Clear,Medium,12,0,1,11.87
Lucknow,Jaipur,856,India Post,B2B,Same Day,Road,Normal,29.22,8,Clear,Low,3,0,1,9.19
Pune,Kolkata,2220,Blue Dart,B2B,Same Day,Road,High,5.76,8,Clear,Medium,9,0,0,0.0
